id,batchID,batchIDLastChangedAt,bonus,bonusLastChangedAt,decision,decisionLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt
01KC79T824QTQDKARZREVV8WDX,01KC792PXGTWWGJ3W8WN91YRG2,2025-12-11T18:12:17.092265259Z,0,2025-12-11T18:13:00.506816399Z,D,2025-12-11T18:12:21.557100978Z,01KC792PXTR0N6KYBS1YKZHZ15,2025-12-11T18:12:17.092265259Z,01KC79F5KVWH11A1HGCQZ9K72R,2025-12-11T18:12:17.092265259Z,01KC79PTBSS9JPA4TKZ8ZVX8G1,2025-12-11T18:12:17.092265259Z
01KC79Z9QXQJ6Q1CH3JC4KNAFP,01KC792QR6XXN61ZXWP8M9MPK8,2025-12-11T18:15:02.65344145Z,12,2025-12-11T18:15:06.710369581Z,C,2025-12-11T18:15:05.611565238Z,01KC792QRJCW2RMKD50WKTBMJB,2025-12-11T18:15:02.65344145Z,01KC79HX8SJ75JCT5T5G83CA15,2025-12-11T18:15:02.65344145Z,01KC79RQBNW229S7KG2FBP5QS8,2025-12-11T18:15:02.65344145Z
01KC7A0EPJC6NEMF25M94ZA0Z8,01KC792PA4EJ6B9N1NVAP206ZD,2025-12-11T18:15:40.498174622Z,22,2025-12-11T18:15:43.729176888Z,C,2025-12-11T18:15:42.652881323Z,01KC792PAG0VBJYH8A5GGYPASS,2025-12-11T18:15:40.498174622Z,01KC79GH487QQARMV8E7TJ7T2Z,2025-12-11T18:15:40.498174622Z,01KC79PBN3WXTKJ2GG8K8QRG7H,2025-12-11T18:15:40.498174622Z
01KC7A5P1DYFZA5C6DZEP3Z4YR,01KC79Q5TFKGNAN8RQVVBH04JK,2025-12-11T18:18:31.853550966Z,0,2025-12-11T18:18:37.039877117Z,B,2025-12-11T18:18:35.41745033Z,01KC79Q5VKEKA6F68YHYY2PTG3,2025-12-11T18:18:31.853550966Z,01KC79MW7H7X45AY5T7G8TZJ44,2025-12-11T18:18:31.853550966Z,01KC79XVNMDB86P0KN6CJR5KDB,2025-12-11T18:18:31.853550966Z
01KC7AQH4HVP3WA8C6C1MH0F18,01KC79VJKE866YDMKWKSSCRSG8,2025-12-11T18:28:16.657672176Z,0,2025-12-11T18:28:33.309918419Z,A,2025-12-11T18:28:27.065877478Z,01KC79VK0HYCMYG94EPY3TV8PH,2025-12-11T18:28:16.657672176Z,01KC7A5GT6H5TCTEA2VECMEPXZ,2025-12-11T18:28:16.657672176Z,01KC7AE83QRBNKD0EC3VQAVHWB,2025-12-11T18:28:16.657672176Z
01KC7B1M6JC2K7ANDJV9Y94DBH,01KC79VJE7CNPF3WFGNWFS1AX9,2025-12-11T18:33:47.474716936Z,19,2025-12-11T18:35:04.879701159Z,D,2025-12-11T18:35:04.758019394Z,01KC79VJRN83Z6TJ4WRC66DE0Y,2025-12-11T18:33:47.474716936Z,01KC79W2774N3YJ8ZFWVXYQRRP,2025-12-11T18:33:47.474716936Z,01KC7AADY4QGZVZW3AS8BAX77G,2025-12-11T18:33:47.474716936Z
01KC7BNSA8EKNG8J78126S9F56,01KC79X2YHB00QNBFZQY5QH2DZ,2025-12-11T18:44:48.072742637Z,,,,,01KC79X3KPYBRKKGVN4JT64MTF,2025-12-11T18:44:48.072742637Z,01KC7B94F4XX68YHBM7ZRFE46E,2025-12-11T18:44:48.072742637Z,01KC7BNFCZ5T4S3HDR4WF29Q5D,2025-12-11T18:44:48.072742637Z
01KC7AHCFBY4RKGMZC5GAXNZAH,01KC79VJ1XZ02D6PCVP5WH7QJ5,2025-12-11T18:24:55.275938723Z,19,2025-12-11T18:25:04.697716978Z,D,2025-12-11T18:25:00.232322889Z,01KC79VJ6S95MS6XD8D1HAJ57N,2025-12-11T18:24:55.275938723Z,01KC7A1SBREQ8RTRBGZ3A26DAR,2025-12-11T18:24:55.275938723Z,01KC7A4Z70PRR2781NEMVD7AB8,2025-12-11T18:24:55.275938723Z
01KC79F87NY1S2N1WFGKPYTEDQ,01KC792RSWBXR1CBEJH052NEY8,2025-12-11T18:06:16.821414207Z,29,2025-12-11T18:06:18.355976952Z,D,2025-12-11T18:06:18.342777436Z,01KC792RTASY0JSKRRE5K8E1F9,2025-12-11T18:06:16.821414207Z,01KC798AXBJNYSY9QD94M2Z2W4,2025-12-11T18:06:16.821414207Z,01KC79C6FVC9SV424JXWPC11AH,2025-12-11T18:06:16.821414207Z
01KC79P2FMJZMVH5C3ZVB1MQA2,01KC792RZXSW2VJJ9MYY3HWKT7,2025-12-11T18:10:00.308373208Z,12,2025-12-11T18:10:04.80845859Z,C,2025-12-11T18:10:03.977433835Z,01KC792S06J6QXCJ8HVDY29CGM,2025-12-11T18:10:00.308373208Z,01KC79ETZGJTNY1SR916TX5BKW,2025-12-11T18:10:00.308373208Z,01KC79HBEVZYZT0XGZ9MKEG4WB,2025-12-11T18:10:00.308373208Z
01KC79PHT2E806DW19BZP4DH7P,01KC792RZXSW2VJJ9MYY3HWKT7,2025-12-11T18:10:16.002450392Z,10,2025-12-11T18:10:19.377695997Z,A,2025-12-11T18:10:17.590801138Z,01KC792S06J6QXCJ8HVDY29CGM,2025-12-11T18:10:16.002450392Z,01KC79ETZGJTNY1SR916TX5BKW,2025-12-11T18:10:16.002450392Z,01KC79HBEY22APXT2YT0VMS8A7,2025-12-11T18:10:16.002450392Z
01KC79WHJM760KNHQY1YYGGBX9,01KC792PA4EJ6B9N1NVAP206ZD,2025-12-11T18:13:32.372339745Z,0,2025-12-11T18:13:37.135179384Z,C,2025-12-11T18:13:35.878388085Z,01KC792PAG0VBJYH8A5GGYPASS,2025-12-11T18:13:32.372339745Z,01KC79KA2QTXFQREVVACC2JAWT,2025-12-11T18:13:32.372339745Z,01KC79PBK6WSC253Y66SS478E9,2025-12-11T18:13:32.372339745Z
01KC79WNTJ2FAS2XM3EY8X3RY1,01KC792P4XAE965E30E0MR6EDR,2025-12-11T18:13:36.72261718Z,0,2025-12-11T18:13:51.124742975Z,C,2025-12-11T18:13:38.102092118Z,01KC792P58W4CSJFC6SH7MP77N,2025-12-11T18:13:36.72261718Z,01KC79FVZJ8N912QXJ50TRT1T9,2025-12-11T18:13:36.72261718Z,01KC79NZ21A8ST380JJJZYDBC1,2025-12-11T18:13:36.72261718Z
01KC7AAP0XM4TA5FZRK1H2ZG9A,01KC79VJE7CNPF3WFGNWFS1AX9,2025-12-11T18:21:15.677288965Z,12,2025-12-11T18:22:45.624055566Z,C,2025-12-11T18:22:45.548118119Z,01KC79VJRN83Z6TJ4WRC66DE0Y,2025-12-11T18:21:15.677288965Z,01KC79W2774N3YJ8ZFWVXYQRRP,2025-12-11T18:21:15.677288965Z,01KC7AADJRR0VGEXDQ2MRX0KPJ,2025-12-11T18:21:15.677288965Z
01KC79S4FEJPXWBS51NYCAAC99,01KC792R3GAQ93Y2KWRDZ6PHKT,2025-12-11T18:11:40.654847065Z,0,2025-12-11T18:12:03.364882274Z,C,2025-12-11T18:12:02.456956405Z,01KC792R3VN56ANE0EJ3WM1V55,2025-12-11T18:11:40.654847065Z,01KC79GWXG2AN5SGG1MDP4PN8P,2025-12-11T18:11:40.654847065Z,01KC79S04FG1CAZEYGWQEN4JBQ,2025-12-11T18:11:40.654847065Z
01KC79S536C00VP3VECMDW8AGC,01KC792NZQW5MQZPSHSTMQ5DHE,2025-12-11T18:11:41.286839648Z,29,2025-12-11T18:11:49.68045492Z,D,2025-12-11T18:11:49.423465378Z,01KC792P02FDQSKTX7R48P6G43,2025-12-11T18:11:41.286839648Z,01KC79H1N3EJXB38V327AHPMFP,2025-12-11T18:11:41.286839648Z,01KC79NG508XHT8Z3XZA712H09,2025-12-11T18:11:41.286839648Z
01KC79TC9NJ9KDK0YVSNQ4JFD1,01KC792NB401Z43FH75BN7VEQG,2025-12-11T18:12:21.429848961Z,0,2025-12-11T18:12:27.786243167Z,D,2025-12-11T18:12:23.151174486Z,01KC792NBGNJFX9E924E6B4P1D,2025-12-11T18:12:21.429848961Z,01KC79G73DX1BWBNNZBRW537F6,2025-12-11T18:12:21.429848961Z,01KC79MA8P8SA6D59J4E8Z26XQ,2025-12-11T18:12:21.429848961Z
01KC79W7WKNZTW8HYV15BVBRTS,01KC792PA4EJ6B9N1NVAP206ZD,2025-12-11T18:13:22.451270048Z,29,2025-12-11T18:13:26.988855405Z,D,2025-12-11T18:13:26.871500012Z,01KC792PAG0VBJYH8A5GGYPASS,2025-12-11T18:13:22.451270048Z,01KC79KA2QTXFQREVVACC2JAWT,2025-12-11T18:13:22.451270048Z,01KC79PBJY20CYFGWHSGJV3PGV,2025-12-11T18:13:22.451270048Z
01KC79YQ6J7D5BBQFKSR1S285T,01KC792QR6XXN61ZXWP8M9MPK8,2025-12-11T18:14:43.666407522Z,19,2025-12-11T18:14:51.618675Z,D,2025-12-11T18:14:51.505704401Z,01KC792QRJCW2RMKD50WKTBMJB,2025-12-11T18:14:43.666407522Z,01KC79HDXZXQHKQG73XVPYYATJ,2025-12-11T18:14:43.666407522Z,01KC79RQC44X95TTTQH931BK1G,2025-12-11T18:14:43.666407522Z
01KC7A5NWDP706277F195F3C48,01KC79VHE8PE9MZRMG71GAT5MW,2025-12-11T18:18:31.693369485Z,20,2025-12-11T18:18:40.007425418Z,A,2025-12-11T18:18:39.92190553Z,01KC79VHNW7FWHSXXSWMJ4BAAT,2025-12-11T18:18:31.693369485Z,01KC79K0V50SP04EJBDH0RXGDM,2025-12-11T18:18:31.693369485Z,01KC7A00AK04RCE0SE637RR9Y6,2025-12-11T18:18:31.693369485Z
01KC7A7SH2NJ6XAH9TFZGV5EA0,01KC79VJ7VQR2HR116V55XY14K,2025-12-11T18:19:40.962143662Z,0,2025-12-11T18:20:00.98675209Z,B,2025-12-11T18:19:51.570781028Z,01KC79VJDQXC2W66T6DBS0M1ZZ,2025-12-11T18:19:40.962143662Z,01KC79YVX8PSX2NTZ222FJ32NZ,2025-12-11T18:19:40.962143662Z,01KC7A7H5B7SNKPZR7XE1R8SRS,2025-12-11T18:19:40.962143662Z
01KC7AHJ40CWY80HVKJT66WMW7,01KC79VJE7CNPF3WFGNWFS1AX9,2025-12-11T18:25:01.056373347Z,10,2025-12-11T18:25:21.345449051Z,B,2025-12-11T18:25:17.415387261Z,01KC79VJRN83Z6TJ4WRC66DE0Y,2025-12-11T18:25:01.056373347Z,01KC7A1KQ313ZNXQCVJ2X1ACYZ,2025-12-11T18:25:01.056373347Z,01KC7AADP0QB8DJ93KHF0ZBDST,2025-12-11T18:25:01.056373347Z
01KC79RAPX58X16PDYWSX4TFGD,01KC792NHQWGSTE39SGFFP76GE,2025-12-11T18:11:14.269353996Z,19,2025-12-11T18:11:19.836854253Z,D,2025-12-11T18:11:15.764176612Z,01KC792NJ42D4D8E76QXEYJGPD,2025-12-11T18:11:14.269353996Z,01KC79FPJDMB15RFN8WJV95WFR,2025-12-11T18:11:14.269353996Z,01KC79MSARJ9N3V4D9KY8QP7NR,2025-12-11T18:11:14.269353996Z
01KC79S6G03AN164FB31SZW991,01KC792P4XAE965E30E0MR6EDR,2025-12-11T18:11:42.721001923Z,12,2025-12-11T18:11:46.253069138Z,C,2025-12-11T18:11:44.361455402Z,01KC792P58W4CSJFC6SH7MP77N,2025-12-11T18:11:42.721001923Z,01KC79FVZJ8N912QXJ50TRT1T9,2025-12-11T18:11:42.721001923Z,01KC79NZ0EE4GW9DSPWWZTXR02,2025-12-11T18:11:42.721001923Z
01KC79SRXKXGRRASSYS4CT57B9,01KC792QR6XXN61ZXWP8M9MPK8,2025-12-11T18:12:01.58711866Z,0,2025-12-11T18:12:07.576952215Z,D,2025-12-11T18:12:07.304500533Z,01KC792QRJCW2RMKD50WKTBMJB,2025-12-11T18:12:01.58711866Z,01KC79HX8SJ75JCT5T5G83CA15,2025-12-11T18:12:01.58711866Z,01KC79RQ8XDCR0Y1T5AN3DBSDG,2025-12-11T18:12:01.58711866Z
01KC79YC4Y5TAA6M91WKV7T0RH,01KC792PA4EJ6B9N1NVAP206ZD,2025-12-11T18:14:32.350755106Z,0,2025-12-11T18:14:34.844879357Z,D,2025-12-11T18:14:34.756820644Z,01KC792PAG0VBJYH8A5GGYPASS,2025-12-11T18:14:32.350755106Z,01KC79GH487QQARMV8E7TJ7T2Z,2025-12-11T18:14:32.350755106Z,01KC79PBKR6QV8R8WCNSJFHH4Z,2025-12-11T18:14:32.350755106Z
01KC7A56QATN051G42TEETV6ZH,01KC79VJ1XZ02D6PCVP5WH7QJ5,2025-12-11T18:18:16.170976751Z,0,2025-12-11T18:18:24.393526962Z,B,2025-12-11T18:18:24.302568254Z,01KC79VJ6S95MS6XD8D1HAJ57N,2025-12-11T18:18:16.170976751Z,01KC7A1SBREQ8RTRBGZ3A26DAR,2025-12-11T18:18:16.170976751Z,01KC7A4YXZEMNN2VZWRSRE5A0W,2025-12-11T18:18:16.170976751Z
01KC7ARAKJ5WFY8KY1HFWK4816,01KC79VJXXPSPD2VWHGZ052C31,2025-12-11T18:28:42.738652662Z,10,2025-12-11T18:29:10.388740259Z,B,2025-12-11T18:28:48.857430121Z,01KC79VK797V9N954PGYD7K2K1,2025-12-11T18:28:42.738652662Z,01KC7AK6GSCZTH4VWGBVP3TKDW,2025-12-11T18:28:42.738652662Z,01KC7APP3M0AGXT9YGW6CRMQN1,2025-12-11T18:28:42.738652662Z
01KC7ARZR9XHBVN25JD10ZAP26,01KC79VJE7CNPF3WFGNWFS1AX9,2025-12-11T18:29:04.393369022Z,0,2025-12-11T18:29:51.720839793Z,D,2025-12-11T18:29:13.160124129Z,01KC79VJRN83Z6TJ4WRC66DE0Y,2025-12-11T18:29:04.393369022Z,01KC7A1KQ313ZNXQCVJ2X1ACYZ,2025-12-11T18:29:04.393369022Z,01KC7AADT1SSBM20HPNAJ7DHDT,2025-12-11T18:29:04.393369022Z
01KC79YM9BX8VK2FK461J509F4,01KC792PA4EJ6B9N1NVAP206ZD,2025-12-11T18:14:40.683244624Z,0,2025-12-11T18:14:43.311296888Z,D,2025-12-11T18:14:43.258555585Z,01KC792PAG0VBJYH8A5GGYPASS,2025-12-11T18:14:40.683244624Z,01KC79KA2QTXFQREVVACC2JAWT,2025-12-11T18:14:40.683244624Z,01KC79PBKZSE91GV08F2SMWVYV,2025-12-11T18:14:40.683244624Z
01KC79YVHTMXCMBQAGJR011RHD,01KC792R3GAQ93Y2KWRDZ6PHKT,2025-12-11T18:14:48.122256929Z,0,2025-12-11T18:14:50.351071438Z,D,2025-12-11T18:14:49.279428045Z,01KC792R3VN56ANE0EJ3WM1V55,2025-12-11T18:14:48.122256929Z,01KC79MP2326D39SYQE8CY2BC7,2025-12-11T18:14:48.122256929Z,01KC79S0940PQM6DNKXGFCD1PT,2025-12-11T18:14:48.122256929Z
01KC7A0H372TZFF9XA8ABT5P4S,01KC792QR6XXN61ZXWP8M9MPK8,2025-12-11T18:15:42.951470253Z,22,2025-12-11T18:15:46.883390219Z,C,2025-12-11T18:15:46.800031061Z,01KC792QRJCW2RMKD50WKTBMJB,2025-12-11T18:15:42.951470253Z,01KC79HX8SJ75JCT5T5G83CA15,2025-12-11T18:15:42.951470253Z,01KC79RQABT1J0VMVPM0727M1G,2025-12-11T18:15:42.951470253Z
01KC79QWF9NY99HVRGVB4ZBMW0,01KC792NZQW5MQZPSHSTMQ5DHE,2025-12-11T18:10:59.689068555Z,29,2025-12-11T18:11:03.732109574Z,D,2025-12-11T18:11:02.249152185Z,01KC792P02FDQSKTX7R48P6G43,2025-12-11T18:10:59.689068555Z,01KC79H1N3EJXB38V327AHPMFP,2025-12-11T18:10:59.689068555Z,01KC79NG4XBK6MMEJN6GEN3DCA,2025-12-11T18:10:59.689068555Z
01KC79QX0HZ9EA43KN4DFXJ5G0,01KC792PMN6AE3E5M91Z7BDJS6,2025-12-11T18:11:00.241238401Z,10,2025-12-11T18:11:05.921737401Z,B,2025-12-11T18:11:05.838555863Z,01KC792PN2B9Z90QKN7KTG1F5T,2025-12-11T18:11:00.241238401Z,01KC79H6RT5T3CXH090C3TDFH6,2025-12-11T18:11:00.241238401Z,01KC79PQAJGS4JD8AY9GXH150Q,2025-12-11T18:11:00.241238401Z
01KC79QZP61CS96JAPK16PD0VQ,01KC792PXGTWWGJ3W8WN91YRG2,2025-12-11T18:11:02.982058595Z,10,2025-12-11T18:11:13.946880459Z,B,2025-12-11T18:11:07.953837712Z,01KC792PXTR0N6KYBS1YKZHZ15,2025-12-11T18:11:02.982058595Z,01KC79G8091JHS7S2PA0X7BWZD,2025-12-11T18:11:02.982058595Z,01KC79PT865PSZW9SWBF1A7DWG,2025-12-11T18:11:02.982058595Z
01KC79RNNHDFBSDGGATDS4F1AS,01KC792NT3GNWPDN4K2DAPSNHC,2025-12-11T18:11:25.489063179Z,29,2025-12-11T18:11:31.540466246Z,D,2025-12-11T18:11:27.064185336Z,01KC792NTEQ8JKXK344BFAF58E,2025-12-11T18:11:25.489063179Z,01KC79FFZCYEFXMZGEYF857PHT,2025-12-11T18:11:25.489063179Z,01KC79N3F59NMC5RWB0YEFE258,2025-12-11T18:11:25.489063179Z
01KC79T69P6JMM9TV3K7TW2EE9,01KC792NZQW5MQZPSHSTMQ5DHE,2025-12-11T18:12:15.286664896Z,29,2025-12-11T18:12:18.018476955Z,D,2025-12-11T18:12:17.94723452Z,01KC792P02FDQSKTX7R48P6G43,2025-12-11T18:12:15.286664896Z,01KC79H1N3EJXB38V327AHPMFP,2025-12-11T18:12:15.286664896Z,01KC79NG5SBAKXR6GAB83TNP5E,2025-12-11T18:12:15.286664896Z
01KC7ABQC181AS98X9CVNWXWQN,01KC79VJ7VQR2HR116V55XY14K,2025-12-11T18:21:49.825066495Z,10,2025-12-11T18:21:57.012115451Z,A,2025-12-11T18:21:56.916247633Z,01KC79VJDQXC2W66T6DBS0M1ZZ,2025-12-11T18:21:49.825066495Z,01KC79YVX8PSX2NTZ222FJ32NZ,2025-12-11T18:21:49.825066495Z,01KC7A7H7HFVZV2EPXM1NARWDQ,2025-12-11T18:21:49.825066495Z
01KC7ATPG9D0MKDKXF4VT6SKFF,01KC79VJKE866YDMKWKSSCRSG8,2025-12-11T18:30:00.457644466Z,10,2025-12-11T18:30:13.762858971Z,B,2025-12-11T18:30:13.642265565Z,01KC79VK0HYCMYG94EPY3TV8PH,2025-12-11T18:30:00.457644466Z,01KC7A637SDW3PJEGE6BSF4C0Q,2025-12-11T18:30:00.457644466Z,01KC7AE86TZ21NX321X3GQ0NNA,2025-12-11T18:30:00.457644466Z
01KC7AY9BER6PAHGY3PRZJ7M6W,01KC79VJKE866YDMKWKSSCRSG8,2025-12-11T18:31:58.062175351Z,10,2025-12-11T18:32:15.065067686Z,B,2025-12-11T18:32:14.943643696Z,01KC79VK0HYCMYG94EPY3TV8PH,2025-12-11T18:31:58.062175351Z,01KC7A637SDW3PJEGE6BSF4C0Q,2025-12-11T18:31:58.062175351Z,01KC7AE8AZ9Y456MT00DEPMGXB,2025-12-11T18:31:58.062175351Z
01KC79QQVD9S6BDQ03R1Y811DE,01KC792QXFDTTSEYSKJSE46MFT,2025-12-11T18:10:54.957202338Z,22,2025-12-11T18:10:57.616254938Z,C,2025-12-11T18:10:57.185446477Z,01KC792QXT26YC6BEFZ6Z9RW21,2025-12-11T18:10:54.957202338Z,01KC79CN37TTVYG5HR4XAAVDYW,2025-12-11T18:10:54.957202338Z,01KC79JWSHGNJRQTY9GHRCC997,2025-12-11T18:10:54.957202338Z
01KC7A21BPKN5VAH3NM2JNA9JH,01KC79Q5TFKGNAN8RQVVBH04JK,2025-12-11T18:16:32.374389952Z,29,2025-12-11T18:16:36.959131334Z,D,2025-12-11T18:16:35.518632175Z,01KC79Q5VKEKA6F68YHYY2PTG3,2025-12-11T18:16:32.374389952Z,01KC79S5BJ3FZ8KQYQ00B8BDAB,2025-12-11T18:16:32.374389952Z,01KC79XVJGMFTZ4A19JMKH8H2Z,2025-12-11T18:16:32.374389952Z
01KC7A2MTGE3SKZHEVQFG0C2N7,01KC79VHVA3W05MJ5T7R51WJGB,2025-12-11T18:16:52.304518933Z,0,2025-12-11T18:17:23.091238012Z,B,2025-12-11T18:17:11.805332203Z,01KC79VJ1C3ZDY5HF0N9GH13VS,2025-12-11T18:16:52.304518933Z,01KC79NSCJNC3W3WKQSTNSABT1,2025-12-11T18:16:52.304518933Z,01KC7A2DRK69FAK357THY80EEG,2025-12-11T18:16:52.304518933Z
01KC7AQH3H3HJEQFY2SGHACC2A,01KC79VJKE866YDMKWKSSCRSG8,2025-12-11T18:28:16.625669788Z,0,2025-12-11T18:28:33.309918419Z,A,2025-12-11T18:28:33.165611095Z,01KC79VK0HYCMYG94EPY3TV8PH,2025-12-11T18:28:16.625669788Z,01KC7A637SDW3PJEGE6BSF4C0Q,2025-12-11T18:28:16.625669788Z,01KC7AE83QRBNKD0EC3VQAVHWB,2025-12-11T18:28:16.625669788Z
01KC7A87ABTEA1662AAG75FDV3,01KC79VHE8PE9MZRMG71GAT5MW,2025-12-11T18:19:55.083935263Z,0,2025-12-11T18:20:07.802873129Z,A,2025-12-11T18:20:01.432241097Z,01KC79VHNW7FWHSXXSWMJ4BAAT,2025-12-11T18:19:55.083935263Z,01KC79VY63Y1KGVDNF07NS6BR3,2025-12-11T18:19:55.083935263Z,01KC7A00CYCNKA7WDT6EFBYJJK,2025-12-11T18:19:55.083935263Z
01KC7ADTQ164PJ592BPWYPPDBF,01KC79VJ7VQR2HR116V55XY14K,2025-12-11T18:22:58.785509505Z,0,2025-12-11T18:23:02.49002158Z,B,2025-12-11T18:23:02.383706431Z,01KC79VJDQXC2W66T6DBS0M1ZZ,2025-12-11T18:22:58.785509505Z,01KC7A32NK8ATF83E3BG0K24Q8,2025-12-11T18:22:58.785509505Z,01KC7A7HC9T95KVR0ZHCN52XGC,2025-12-11T18:22:58.785509505Z
01KC79K1YV9HG1YFXGXBCH4NQ7,01KC792S5XKA02FKX43NFPRQY2,2025-12-11T18:08:21.46760188Z,29,2025-12-11T18:08:26.193614264Z,D,2025-12-11T18:08:23.323195519Z,01KC792S662BJ5HPY24M0VV8VJ,2025-12-11T18:08:21.46760188Z,01KC79EZNG9TKMRXJ42Q2PD9ZM,2025-12-11T18:08:21.46760188Z,01KC79HQB4J2VHF79AGNZ9ZK9Q,2025-12-11T18:08:21.46760188Z
01KC79VAEE7P2CQNJE24ZY3R2D,01KC792PRTZHWRJ2KMDQQMG00W,2025-12-11T18:12:52.30276044Z,0,2025-12-11T18:12:55.969601928Z,D,2025-12-11T18:12:55.917751016Z,01KC792PS59W7MMQWZYWR4N84V,2025-12-11T18:12:52.30276044Z,01KC79EQ5VGND62AJQKN8RW603,2025-12-11T18:12:52.30276044Z,01KC79KPQ12ETNSWA5ASN33P2C,2025-12-11T18:12:52.30276044Z
01KC79YE1RSTRPD1AJMVW056G2,01KC792R3GAQ93Y2KWRDZ6PHKT,2025-12-11T18:14:34.296710774Z,0,2025-12-11T18:14:36.730596374Z,D,2025-12-11T18:14:36.651248196Z,01KC792R3VN56ANE0EJ3WM1V55,2025-12-11T18:14:34.296710774Z,01KC79GWXG2AN5SGG1MDP4PN8P,2025-12-11T18:14:34.296710774Z,01KC79S08NGNEQE17KQZZXFWBT,2025-12-11T18:14:34.296710774Z
01KC79Z91NMP1DSXZPX1SB99VJ,01KC79Q5TFKGNAN8RQVVBH04JK,2025-12-11T18:15:01.941087042Z,19,2025-12-11T18:15:22.563077029Z,D,2025-12-11T18:15:07.03521896Z,01KC79Q5VKEKA6F68YHYY2PTG3,2025-12-11T18:15:01.941087042Z,01KC79S5BJ3FZ8KQYQ00B8BDAB,2025-12-11T18:15:01.941087042Z,01KC79XVEJHTMP3T1X4BCGE1PC,2025-12-11T18:15:01.941087042Z
01KC7A3JC5X6215Z67BJPBC7M1,01KC792QK3NQ9YQBMVC4J2ZJYJ,2025-12-11T18:17:22.566018861Z,,,,,01KC792QKEWXFRRJ193215MS3Y,2025-12-11T18:17:22.566018861Z,01KC79FVG65F2QE0J459PXW400,2025-12-11T18:17:22.566018861Z,01KC79RHJK55DF49K8CE1NT6A0,2025-12-11T18:17:22.566018861Z
01KC7A6A30S017K3A81NR56JJV,01KC79VHE8PE9MZRMG71GAT5MW,2025-12-11T18:18:52.38424696Z,0,2025-12-11T18:19:06.619505517Z,D,2025-12-11T18:18:56.471274591Z,01KC79VHNW7FWHSXXSWMJ4BAAT,2025-12-11T18:18:52.38424696Z,01KC79VY63Y1KGVDNF07NS6BR3,2025-12-11T18:18:52.38424696Z,01KC7A00BC72E5JGPKV5S9JAY2,2025-12-11T18:18:52.38424696Z
01KC7AJ9H2WCM2CS028D34V76E,01KC79VJ1XZ02D6PCVP5WH7QJ5,2025-12-11T18:25:25.026926043Z,,,B,2025-12-11T18:25:32.052968743Z,01KC79VJ6S95MS6XD8D1HAJ57N,2025-12-11T18:25:25.026926043Z,01KC7A1SBREQ8RTRBGZ3A26DAR,2025-12-11T18:25:25.026926043Z,01KC7A4ZA0V89NH556KBRNR6XQ,2025-12-11T18:25:25.026926043Z
01KC79DVW0MMVFSF9X10N1G3K5,01KC792RSWBXR1CBEJH052NEY8,2025-12-11T18:05:31.392353641Z,29,2025-12-11T18:05:33.263568593Z,D,2025-12-11T18:05:33.25230166Z,01KC792RTASY0JSKRRE5K8E1F9,2025-12-11T18:05:31.392353641Z,01KC7968GT4Y7W2K61YEZYYZ01,2025-12-11T18:05:31.392353641Z,01KC79C6FP4PRK2X31PNXZ8AA6,2025-12-11T18:05:31.392353641Z
01KC79TFXPR0SKRFXXV4N9T5QZ,01KC792Q82X2T1YA3GQS9WQQTM,2025-12-11T18:12:25.142554395Z,29,2025-12-11T18:12:28.660320167Z,D,2025-12-11T18:12:28.622109818Z,01KC792Q8CHHGA8FER6C9SCFBH,2025-12-11T18:12:25.142554395Z,01KC79C5QHJNWZ7FV9P5YRT489,2025-12-11T18:12:25.142554395Z,01KC79K4W2TTDGECBKBZ6NB2X0,2025-12-11T18:12:25.142554395Z
01KC79W08PC3FDHZX5NVQ2F66K,01KC792QR6XXN61ZXWP8M9MPK8,2025-12-11T18:13:14.646166753Z,22,2025-12-11T18:13:17.925255258Z,C,2025-12-11T18:13:17.880764403Z,01KC792QRJCW2RMKD50WKTBMJB,2025-12-11T18:13:14.646166753Z,01KC79HX8SJ75JCT5T5G83CA15,2025-12-11T18:13:14.646166753Z,01KC79RQCYQB2FP9K5VK557YED,2025-12-11T18:13:14.646166753Z
01KC79YH58T3YMM4ET3JK2WS93,01KC792PXGTWWGJ3W8WN91YRG2,2025-12-11T18:14:37.480581643Z,0,2025-12-11T18:15:17.532283103Z,B,2025-12-11T18:15:14.464808497Z,01KC792PXTR0N6KYBS1YKZHZ15,2025-12-11T18:14:37.480581643Z,01KC79G8091JHS7S2PA0X7BWZD,2025-12-11T18:14:37.480581643Z,01KC79PTAM2V8S43CMBT83C3CR,2025-12-11T18:14:37.480581643Z
01KC7A0HHZPAS8EKAPD6F7NX9C,01KC79Q5TFKGNAN8RQVVBH04JK,2025-12-11T18:15:43.4234742Z,10,2025-12-11T18:15:53.043491539Z,B,2025-12-11T18:15:52.681429249Z,01KC79Q5VKEKA6F68YHYY2PTG3,2025-12-11T18:15:43.4234742Z,01KC79MW7H7X45AY5T7G8TZJ44,2025-12-11T18:15:43.4234742Z,01KC79XVDZKVKHR8JRZDJJ9DYS,2025-12-11T18:15:43.4234742Z
